movieId,imdbId,tmdbId,rating_mean,rating_counts,production_countries,imdb_id,budget,original_language,popularity,release_date,revenue,runtime,vote_average,vote_count,if_have_writers,profit,if_profit
2496,124298,11622.0,3.211442786069652,3819,United States of America,tt0124298,35000000.0,en,16.65,1999-02-12,40263020.0,112.0,6.6,758.0,1,5263020.0,1.0
2497,139462,10207.0,2.885854724194429,1831,United States of America,tt0139462,80000000.0,en,9.264,1999-02-22,118880016.0,131.0,6.2,592.0,1,38880016.0,1.0
2498,120764,9849.0,2.375986471251409,887,United States of America,tt0120764,65000000.0,en,10.763,1999-02-11,36850101.0,94.0,5.6,228.0,1,-28149899.0,0.0
2500,155776,18892.0,2.694995278564684,1059,United States of America,tt0155776,3000000.0,en,16.536,1999-01-30,3076820.0,87.0,6.2,366.0,1,76820.0,1.0
2501,132477,13466.0,3.8750683807439823,7312,United Kingdom,tt0132477,25000000.0,en,10.377,1999-02-19,34698685.0,108.0,7.6,876.0,1,9698685.0,1.0
2502,151804,1542.0,3.982837478764647,22957,United Kingdom,tt0151804,10000000.0,en,13.529,1999-02-19,10827810.0,89.0,7.4,2189.0,1,827810.0,1.0
2504,137338,15256.0,2.9246762099522834,1467,United Kingdom,tt0137338,6000000.0,en,9.006,1999-02-26,6852450.0,101.0,5.9,124.0,1,852450.0,1.0
2505,134273,8224.0,2.9800047892720305,4176,United States of America,tt0134273,40000000.0,en,13.437,1999-02-26,96618699.0,123.0,6.4,1436.0,1,56618699.0,1.0
2511,70334,1847.0,3.859078590785908,1107,United States of America,tt0070334,1700000.0,en,10.832,1973-03-07,959000.0,112.0,7.5,393.0,1,-741000.0,0.0
2513,98084,8913.0,3.025747508305648,3612,United States of America,tt0098084,11500000.0,en,29.412,1989-04-21,57469467.0,103.0,6.6,1574.0,1,45969467.0,1.0
2514,105128,10906.0,2.1178821178821177,1001,United States of America,tt0105128,8000000.0,en,17.552,1992-08-28,17092453.0,100.0,5.2,364.0,1,9092453.0,1.0
2515,106557,25748.0,1.8810043668122272,458,United Kingdom,tt0106557,900000.0,en,18.658,1992-01-29,6980986.0,92.0,4.7,146.0,1,6080986.0,1.0
2517,85333,8769.0,3.0708510638297875,2350,United Kingdom,tt0085333,9700000.0,en,14.456,1983-05-11,21200000.0,110.0,6.8,1380.0,1,11500000.0,1.0
2518,84412,14742.0,3.344091618948464,1921,United States of America,tt0084412,8100000.0,en,8.128,1982-07-30,21095683.0,106.0,6.0,136.0,1,12995683.0,1.0
2520,65377,10671.0,3.035968660968661,1404,United States of America,tt0065377,10000000.0,en,11.126,1970-03-05,100489151.0,137.0,6.4,260.0,1,90489151.0,1.0
2521,71110,27932.0,2.554675118858954,631,United States of America,tt0071110,3000000.0,en,8.848,1974-10-18,47000000.0,107.0,5.6,171.0,1,44000000.0,1.0
2522,75648,7227.0,2.462585034013605,588,United States of America,tt0075648,6000000.0,en,8.183,1977-03-11,30000000.0,114.0,5.5,194.0,1,24000000.0,1.0
2524,72308,5919.0,3.0096504955659884,1917,United States of America,tt0072308,14000000.0,en,10.745,1974-12-14,116000000.0,165.0,7.0,645.0,1,102000000.0,1.0
2528,74812,10803.0,3.43055280364573,5047,United States of America,tt0074812,9000000.0,en,13.417,1976-06-23,25000000.0,119.0,6.6,655.0,1,16000000.0,1.0
2529,63442,871.0,3.6251903746573255,13132,United States of America,tt0063442,5800000.0,en,28.576,1968-02-07,32589624.0,112.0,7.7,2509.0,1,26789624.0,1.0
2530,65462,1685.0,2.8989983305509184,2396,United States of America,tt0065462,3000000.0,en,18.98,1970-04-23,18999718.0,95.0,6.2,896.0,1,15999718.0,1.0
2531,69768,1705.0,2.7702215352910877,1941,United Kingdom,tt0069768,1700000.0,en,17.441,1973-06-15,8844595.0,93.0,5.8,615.0,1,7144595.0,1.0
2532,68408,1688.0,2.8272305312016504,1939,Germany,tt0068408,1700000.0,en,11.222,1972-06-29,9700000.0,88.0,6.2,621.0,1,8000000.0,1.0
2533,67065,1687.0,3.022838749233599,3262,France,tt0067065,2500000.0,en,15.595,1971-05-20,12348905.0,98.0,6.3,708.0,1,9848905.0,1.0
2535,71455,11123.0,2.668918918918919,666,Spain,tt0071455,7000000.0,en,11.41,1974-01-01,79666653.0,123.0,6.1,225.0,1,72666653.0,1.0
2536,78740,29723.0,2.024834437086093,302,United States of America,tt0078740,14000000.0,en,9.442,1979-08-17,13015688.0,123.0,4.6,112.0,1,-984312.0,0.0
2539,122933,9535.0,3.2473347547974414,9380,United States of America,tt0122933,80000000.0,en,10.242,1999-03-05,176885658.0,103.0,6.5,1381.0,1,96885658.0,1.0
2540,142192,9455.0,3.0025025025025025,999,United States of America,tt0142192,25000000.0,en,8.298,1999-03-12,15156200.0,110.0,6.1,184.0,1,-9843800.0,0.0
2541,139134,796.0,3.296861471861472,9240,United States of America,tt0139134,10500000.0,en,23.157,1999-03-05,76347426.0,98.0,6.8,2482.0,1,65847426.0,1.0
2542,120735,100.0,4.02666147455867,19260,United States of America,tt0120735,1350000.0,en,8.563,1998-08-28,28356188.0,105.0,8.2,5145.0,1,27006188.0,1.0
2546,120646,30943.0,2.993827160493827,972,Germany,tt0120646,38000000.0,en,10.058,1999-03-12,28121100.0,106.0,6.4,230.0,1,-9878900.0,0.0
2548,144814,7341.0,2.231722428748451,807,United Kingdom,tt0144814,21000000.0,en,11.822,1999-03-11,17762705.0,104.0,5.7,289.0,1,-3237295.0,0.0
2551,94964,9540.0,3.5150618612157074,1859,United States of America,tt0094964,13000000.0,en,10.048,1988-09-23,8038508.0,115.0,7.2,591.0,1,-4961492.0,0.0
2553,54443,11773.0,3.419155134741442,1373,Australia,tt0054443,200000.0,en,13.559,1960-06-16,2175000.0,77.0,7.3,277.0,1,1975000.0,1.0
2555,118665,22345.0,1.699346405228758,1377,United Kingdom,tt0118665,12000000.0,en,9.458,1999-03-12,36450736.0,97.0,4.1,284.0,1,24450736.0,1.0
2558,141098,1641.0,2.726510919248349,1969,United States of America,tt0141098,75000000.0,en,10.68,1999-03-12,93888180.0,105.0,5.4,414.0,1,18888180.0,1.0
2559,160429,47288.0,2.536784741144414,367,United States of America,tt0160429,25000000.0,en,6.625,1999-03-19,12000000.0,87.0,5.4,77.0,1,-13000000.0,0.0
2565,49408,16520.0,3.76396420824295,3688,France,tt0049408,4550000.0,en,12.18,1956-06-29,21300000.0,133.0,7.3,283.0,1,16750000.0,1.0
2568,120757,16379.0,2.143121301775148,1352,United Kingdom,tt0120757,50000000.0,en,6.531,1999-03-26,13260050.0,92.0,4.4,92.0,1,-36739950.0,0.0
2571,133093,603.0,4.154099127610975,72674,United States of America,tt0133093,63000000.0,en,190.427,1999-03-30,463517383.0,136.0,8.2,20361.0,1,400517383.0,1.0
2572,147800,4951.0,3.533078045222465,13710,United States of America,tt0147800,16000000.0,en,34.703,1999-03-30,53478166.0,97.0,7.6,6170.0,1,37478166.0,1.0
2574,129280,8970.0,2.619565217391304,1380,United States of America,tt0129280,75000000.0,en,7.8,1999-04-02,29000000.0,90.0,5.7,149.0,1,-46000000.0,0.0
2579,154506,11660.0,3.7732522796352574,1645,Australia,tt0154506,6000.0,en,7.819,1999-04-02,48482.0,68.0,7.2,1115.0,1,42482.0,1.0
2580,139239,9430.0,3.680228941147194,8037,United States of America,tt0139239,6500000.0,en,10.46,1999-04-09,28451622.0,98.0,6.9,468.0,1,21951622.0,1.0
2581,151738,11355.0,3.0751429349305743,7346,United States of America,tt0151738,25000000.0,en,15.441,1999-04-09,84565230.0,107.0,6.2,1181.0,1,59565230.0,1.0
2583,126250,9465.0,3.5892857142857144,1764,United States of America,tt0126250,10000000.0,en,7.015,1999-01-22,10920544.0,118.0,6.5,122.0,1,920544.0,1.0
2587,123964,6522.0,2.978711790393013,916,United Kingdom,tt0123964,80000000.0,en,17.557,1999-04-16,73521587.0,108.0,6.6,567.0,1,-6478413.0,0.0
2590,136244,10209.0,3.1823843416370106,562,United States of America,tt0136244,12000000.0,en,6.913,1998-11-17,1263279.0,98.0,6.2,67.0,1,-10736721.0,0.0
2594,125659,1902.0,3.8871396054628224,2636,United States of America,tt0125659,2900000.0,es,13.446,1997-12-19,368234.0,117.0,7.5,708.0,1,-2531766.0,0.0
2597,120836,39964.0,2.4967032967032967,455,United States of America,tt0120836,1.0,en,6.072,1999-04-23,100.0,95.0,5.2,67.0,1,99.0,1.0
2598,120797,12596.0,3.0059782608695653,3680,United States of America,tt0120797,33000000.0,en,8.226,1999-04-23,8408835.0,124.0,5.9,293.0,1,-24591165.0,0.0
2600,120907,1946.0,3.349641577060932,5580,United States of America,tt0120907,15000000.0,en,10.836,1999-04-14,2856712.0,97.0,6.9,1394.0,1,-12143288.0,0.0
2605,137494,1844.0,3.150108251142651,8314,United States of America,tt0137494,66000000.0,en,13.776,1999-04-29,212404396.0,112.0,6.2,1520.0,1,146404396.0,1.0
2606,138510,6552.0,2.7681159420289854,1863,United States of America,tt0138510,25000000.0,en,12.082,1999-04-30,4152230.0,92.0,6.0,457.0,1,-20847770.0,0.0
2612,37913,3309.0,3.933063791554358,1113,United States of America,tt0037913,1453000.0,en,10.22,1945-10-20,5638000.0,111.0,7.7,259.0,1,4185000.0,1.0
2613,87799,18462.0,3.0581148121899364,1411,United States of America,tt0087799,3000000.0,en,9.759,1984-11-16,14418922.0,95.0,6.3,250.0,1,11418922.0,1.0
2616,99422,8592.0,2.725897255453906,5684,Canada,tt0099422,47000000.0,en,10.974,1990-04-05,103738726.0,105.0,6.1,706.0,1,56738726.0,1.0
2617,120616,564.0,3.2055174579908914,19103,United States of America,tt0120616,80000000.0,en,44.316,1999-04-16,415885488.0,124.0,6.9,7083.0,1,335885488.0,1.0
2618,118826,13852.0,3.838884263114072,1201,United States of America,tt0118826,786675.0,en,7.36,1997-04-10,861789.0,85.0,7.2,144.0,1,75114.0,1.0
2622,140379,10210.0,3.293768545994065,3370,Spain,tt0140379,11000000.0,en,10.129,1999-05-14,16100000.0,116.0,6.5,277.0,1,5100000.0,1.0
2626,138414,4927.0,3.576208178438662,269,United States of America,tt0138414,1500000.0,en,7.311,1998-05-14,870751.0,104.0,6.6,75.0,1,-629249.0,0.0
2628,120915,1893.0,3.0698558281245094,31837,France,tt0120915,115000000.0,en,30.479,1999-05-19,924317558.0,136.0,6.5,11628.0,1,809317558.0,1.0
2639,82766,15660.0,3.16652397260274,1168,United Kingdom,tt0082766,19032261.0,en,6.82,1981-09-18,5000000.0,129.0,6.4,146.0,1,-14032261.0,0.0
2640,78346,1924.0,3.39590397395904,14746,United States of America,tt0078346,55000000.0,en,30.299,1978-12-13,300218018.0,143.0,7.1,2862.0,1,245218018.0,1.0
2641,81573,8536.0,3.107036114570361,8030,United Kingdom,tt0081573,54000000.0,en,19.928,1980-12-04,190458706.0,127.0,6.7,1709.0,1,136458706.0,1.0
2642,86393,9531.0,2.4204958324428296,4679,Netherlands,tt0086393,39000000.0,en,12.512,1983-06-17,75850624.0,125.0,5.5,1282.0,1,36850624.0,1.0
2643,94074,11411.0,2.0106516290726817,3192,United Kingdom,tt0094074,17000000.0,en,20.04,1987-07-23,19300000.0,90.0,4.5,903.0,1,2300000.0,1.0
2644,21814,138.0,3.709640221402214,2168,United States of America,tt0021814,355000.0,en,10.886,1931-02-12,700000.0,72.0,7.2,805.0,1,345000.0,1.0
2648,21884,3035.0,3.8436431014823262,3508,United States of America,tt0021884,291000.0,en,14.683,1931-11-21,12000000.0,71.0,7.5,1068.0,1,11709000.0,1.0
2652,50280,3079.0,3.2127659574468086,282,United States of America,tt0050280,270000.0,en,9.382,1957-05-20,8000000.0,83.0,7.0,176.0,1,7730000.0,1.0
2657,73629,36685.0,3.3509328358208954,13400,Australia,tt0073629,1200000.0,en,14.9,1975-08-14,112892319.0,100.0,7.6,2116.0,1,111692319.0,1.0
2659,84156,30168.0,3.2327586206896552,232,United States of America,tt0084156,5000000.0,en,1.94,1982-12-10,2091037.0,80.0,5.5,17.0,1,-2908963.0,0.0
2661,45920,19483.0,3.228927203065134,522,United Kingdom,tt0045920,800000.0,en,6.481,1953-06-05,1600000.0,81.0,6.4,129.0,1,800000.0,1.0
2664,49366,11549.0,3.75809958686671,4599,United States of America,tt0049366,417000.0,en,10.993,1956-02-05,3000000.0,80.0,7.5,714.0,1,2583000.0,1.0
2671,125439,509.0,3.458824760974248,14329,Canada,tt0125439,42000000.0,en,16.65,1999-05-13,363889678.0,124.0,7.2,4676.0,1,321889678.0,1.0
2672,139809,1090.0,3.339492753623188,4140,United Kingdom,tt0139809,16000000.0,en,11.475,1999-04-16,18564088.0,101.0,7.0,948.0,1,2564088.0,1.0
2678,126261,41730.0,2.9836065573770494,183,United States of America,tt0126261,2000000.0,en,3.241,1999-06-04,100590.0,90.0,5.6,29.0,1,-1899410.0,0.0
2682,164085,62676.0,3.7845821325648417,694,United States of America,tt0164085,8000000.0,en,3.431,1999-06-04,1997807.0,126.0,7.0,49.0,1,-6002193.0,0.0
2683,145660,817.0,3.1937196905935634,24951,France,tt0145660,33000000.0,en,25.039,1999-06-08,312016858.0,95.0,6.2,2578.0,1,279016858.0,1.0
2686,120802,14283.0,3.8936033724340176,5456,United Kingdom,tt0120802,18000000.0,fr,9.029,1998-09-10,9495408.0,131.0,7.5,291.0,1,-8504592.0,0.0
2687,120855,37135.0,3.4847839318320144,6572,United States of America,tt0120855,130000000.0,en,73.51,1999-06-18,448191819.0,88.0,7.4,5364.0,1,318191819.0,1.0
2688,144214,2275.0,3.061627479794269,5444,United States of America,tt0144214,60000000.0,en,12.417,1999-06-18,149705852.0,116.0,6.4,658.0,1,89705852.0,1.0
2690,122541,24137.0,3.743992606284658,2705,United States of America,tt0122541,14000000.0,en,7.05,1999-04-15,18535191.0,97.0,6.4,142.0,1,4535191.0,1.0
2691,120731,10376.0,3.719437652811736,818,Lebanon,tt0120731,9000000.0,it,15.863,1998-10-28,21057208.0,170.0,8.3,1736.0,1,12057208.0,1.0
2692,130827,104.0,3.969985707479752,18891,United States of America,tt0130827,1530000.0,de,12.294,1998-03-03,7267585.0,81.0,7.4,1628.0,1,5737585.0,1.0
2694,142342,9032.0,3.1083543029693006,9935,United States of America,tt0142342,34200000.0,en,19.317,1999-06-25,234801895.0,93.0,6.4,2551.0,1,200601895.0,1.0
2696,119038,9421.0,3.822813688212928,1315,United States of America,tt0119038,12500000.0,fr,11.012,1998-04-15,78599508.0,80.0,7.8,1430.0,1,66099508.0,1.0
2699,99052,6488.0,2.792260930558803,12831,United States of America,tt0099052,31000000.0,en,7.217,1990-07-20,53208180.0,103.0,6.3,1020.0,1,22208180.0,1.0
2700,158983,9473.0,3.626361900482984,17806,France,tt0158983,21000000.0,en,45.636,1999-06-30,83137603.0,81.0,7.2,2036.0,1,62137603.0,1.0
2701,120891,8487.0,2.31967073274759,11723,United States of America,tt0120891,170000000.0,en,20.945,1999-06-29,222104681.0,106.0,5.3,2663.0,1,52104681.0,1.0
2702,162677,10279.0,3.079622132253711,2964,United States of America,tt0162677,22000000.0,en,8.938,1999-07-02,19288130.0,142.0,6.5,323.0,1,-2711870.0,0.0
2706,163651,2105.0,3.282000241283629,24867,United States of America,tt0163651,11000000.0,en,53.543,1999-07-09,235483004.0,95.0,6.5,6195.0,1,224483004.0,1.0
2709,158811,10208.0,3.1039356984478936,1804,United States of America,tt0158811,24000000.0,en,8.6,1999-07-14,22300000.0,87.0,6.1,237.0,1,-1700000.0,0.0
2710,185937,2667.0,2.8979267166170586,19486,United States of America,tt0185937,60000.0,en,36.455,1999-07-14,248639099.0,81.0,6.3,3534.0,1,248579099.0,1.0
2712,120663,345.0,3.2784747236368155,16102,United States of America,tt0120663,65000000.0,en,25.358,1999-07-16,162091208.0,159.0,7.5,4482.0,1,97091208.0,1.0
2713,139414,9825.0,2.5256821829855536,3738,Italy,tt0139414,27000000.0,en,17.233,1999-07-15,56870414.0,82.0,5.8,822.0,1,29870414.0,1.0
2714,161100,16158.0,3.2032967032967035,546,United Kingdom,tt0161100,6000000.0,en,4.851,1999-07-16,25059640.0,106.0,7.0,73.0,1,19059640.0,1.0
2716,87332,620.0,3.759075907590759,32118,United Kingdom,tt0087332,30000000.0,en,71.645,1984-06-08,296187079.0,107.0,7.4,6932.0,1,266187079.0,1.0
2717,97428,2978.0,3.0315704574259708,8679,United States of America,tt0097428,37000000.0,en,81.29,1989-06-16,215394738.0,108.0,6.5,3235.0,1,178394738.0,1.0
2718,157503,10490.0,3.1833391425583826,2869,United States of America,tt0157503,10000000.0,en,8.963,1999-07-23,10571408.0,98.0,6.5,247.0,1,571408.0,1.0
2719,171363,11618.0,2.456251413068053,4423,United States of America,tt0171363,80000000.0,en,19.624,1999-07-23,91188905.0,113.0,5.4,1030.0,1,11188905.0,1.0
2720,141369,332.0,2.119794218520333,4082,France,tt0141369,75000000.0,en,13.837,1999-07-23,134400000.0,78.0,4.5,928.0,1,59400000.0,1.0
2721,162710,1812.0,3.5988175675675675,592,United States of America,tt0162710,450000.0,en,5.589,1999-07-23,2049595.0,89.0,7.1,72.0,1,1599595.0,1.0
2722,149261,8914.0,2.688434627520922,7289,United States of America,tt0149261,60000000.0,en,14.134,1999-07-28,164648142.0,105.0,5.9,1833.0,1,104648142.0,1.0
2723,132347,9824.0,3.063125237431936,7897,United Kingdom,tt0132347,68000000.0,en,9.867,1999-08-06,29762011.0,121.0,5.7,617.0,1,-38237989.0,0.0
2724,163187,4806.0,2.862689393939394,8448,United States of America,tt0163187,70000000.0,en,13.264,1999-07-30,309457509.0,116.0,6.1,1547.0,1,239457509.0,1.0
2728,54331,967.0,3.836557059961316,5170,United Kingdom,tt0054331,12000000.0,en,26.357,1960-10-13,60000000.0,197.0,7.6,1565.0,1,48000000.0,1.0
2729,56193,802.0,3.813460356484327,3254,United States of America,tt0056193,2000000.0,en,28.05,1962-06-21,9250000.0,154.0,7.4,1486.0,1,7250000.0,1.0
2730,72684,3175.0,3.845404851383669,2927,Hong Kong,tt0072684,11000000.0,en,13.908,1975-11-26,198992.0,185.0,8.0,2045.0,1,-10801008.0,0.0
2733,96378,21185.0,2.43006993006993,286,France,tt0096378,1884000.0,en,4.812,1988-08-05,1883811.0,99.0,5.8,46.0,1,-189.0,0.0
2734,91557,11120.0,3.304256134969325,2608,United States of America,tt0091557,25000000.0,en,11.388,1986-11-26,14302779.0,119.0,6.4,337.0,1,-10697221.0,0.0
2735,91129,10136.0,2.8877792378449407,3805,Canada,tt0091129,25000000.0,en,12.347,1986-12-12,79817939.0,94.0,5.9,813.0,1,54817939.0,1.0
2739,88939,873.0,3.738303007797995,5386,United States of America,tt0088939,15000000.0,en,12.456,1985-12-18,146292000.0,154.0,7.8,1248.0,1,131292000.0,1.0
2741,91637,26789.0,2.911764705882353,306,United States of America,tt0091637,14000000.0,en,9.972,1986-12-19,12303904.0,106.0,5.8,115.0,1,-1696096.0,0.0
2743,91613,108312.0,3.308641975308642,81,United States of America,tt0091613,2000000.0,en,2.996,1986-12-24,1301121.0,111.0,5.5,7.0,1,-698879.0,0.0
2745,91530,11416.0,3.803963808703145,2321,United States of America,tt0091530,24500000.0,en,10.998,1986-09-29,17218023.0,126.0,7.4,1019.0,1,-7281977.0,0.0
2746,91419,10776.0,3.302448391742679,8332,United States of America,tt0091419,25000000.0,en,13.781,1986-12-19,38748395.0,94.0,6.9,1052.0,1,13748395.0,1.0
2751,93051,24081.0,2.9754901960784315,306,United States of America,tt0093051,9000000.0,en,2.942,1987-02-06,9518342.0,111.0,6.0,35.0,1,518342.0,1.0
2753,92627,39074.0,3.195859872611465,314,United States of America,tt0092627,8300000.0,en,7.588,1987-01-16,12640385.0,114.0,6.3,67.0,1,4340385.0,1.0
2759,144168,16406.0,3.262813318368874,2673,Portugal,tt0144168,13000000.0,en,8.968,1999-08-04,27500000.0,94.0,5.9,191.0,1,14500000.0,1.0
2761,129167,10386.0,3.8665144596651446,9855,United States of America,tt0129167,70000000.0,en,53.167,1999-08-06,23159305.0,86.0,7.9,4296.0,1,-46840695.0,0.0
2762,167404,745.0,4.009751032903046,46713,United States of America,tt0167404,40000000.0,en,26.268,1999-08-06,672806292.0,107.0,7.9,9086.0,1,632806292.0,1.0
2763,155267,913.0,3.5077312945623227,11641,United States of America,tt0155267,48000000.0,en,9.689,1999-08-06,124305181.0,113.0,6.7,870.0,1,76305181.0,1.0
2765,122515,12229.0,3.196078431372549,255,United States of America,tt0122515,900000.0,en,7.405,1998-07-02,142783.0,106.0,6.5,92.0,1,-757217.0,0.0
2770,131325,11353.0,3.0770631067961167,9064,United States of America,tt0131325,55000000.0,en,9.789,1999-08-12,98625775.0,97.0,6.2,637.0,1,43625775.0,1.0
2771,120620,17707.0,2.9876419505678022,1497,United States of America,tt0120620,25000000.0,en,12.685,1999-08-13,10115013.0,100.0,6.4,284.0,1,-14884987.0,0.0
2772,165710,9781.0,3.128955696202532,1896,United States of America,tt0165710,6500000.0,en,8.268,1999-08-13,4217115.0,95.0,6.7,287.0,1,-2282885.0,0.0
2778,113965,48781.0,2.5086206896551726,174,Italy,tt0113965,6400000.0,en,7.716,1995-10-20,6.0,86.0,5.1,125.0,1,-6399994.0,0.0
2779,77663,12185.0,3.5411899313501145,2185,United States of America,tt0077663,15000000.0,en,10.8,1978-06-28,98800000.0,101.0,6.6,274.0,1,83800000.0,1.0
2780,57449,29056.0,3.240576496674058,451,France,tt0057449,350000.0,en,9.753,1963-01-25,1499275.0,86.0,6.5,159.0,1,1149275.0,1.0
2782,55304,28501.0,3.400757575757576,660,United States of America,tt0055304,200000.0,en,8.186,1961-08-12,2000000.0,80.0,6.9,219.0,1,1800000.0,1.0
2786,91178,24103.0,2.5564304461942258,381,United States of America,tt0091178,13000000.0,en,6.053,1986-07-25,8033397.0,82.0,5.4,116.0,1,-4966603.0,0.0
2787,88889,10552.0,2.9845794392523364,1070,United States of America,tt0088889,7000000.0,en,14.98,1985-04-12,13100000.0,94.0,6.7,441.0,1,6100000.0,1.0
2788,66765,9267.0,3.9833191489361695,5875,United States of America,tt0066765,100000.0,en,7.756,1971-09-28,7000.0,88.0,7.3,372.0,1,-93000.0,0.0
2789,77394,10766.0,2.899385560675883,1302,United States of America,tt0077394,6800000.0,en,12.071,1978-06-09,26518355.0,107.0,6.4,476.0,1,19718355.0,1.0
2791,80339,813.0,3.79916971916972,20475,United Kingdom,tt0080339,3500000.0,en,17.022,1980-07-02,83453539.0,88.0,7.3,3339.0,1,79953539.0,1.0
2793,118604,9406.0,2.643030009680542,2066,United Kingdom,tt0118604,22000000.0,en,11.67,1997-05-29,26570463.0,105.0,5.9,485.0,1,4570463.0,1.0
2794,89670,11418.0,2.95602858918583,3218,United Kingdom,tt0089670,17000000.0,en,16.369,1985-07-25,49364621.0,95.0,6.2,616.0,1,32364621.0,1.0
2795,85995,11153.0,3.761369038187292,6311,United Kingdom,tt0085995,15000000.0,en,28.965,1983-07-28,61399552.0,99.0,7.1,1107.0,1,46399552.0,1.0
2796,95188,14170.0,2.9165413533834585,1330,United Kingdom,tt0095188,19000000.0,en,9.801,1988-06-03,25537221.0,101.0,6.2,186.0,1,6537221.0,1.0
2797,94737,2280.0,3.617043171460773,20407,United States of America,tt0094737,18000000.0,en,16.308,1988-06-03,151927281.0,104.0,7.1,2744.0,1,133927281.0,1.0
2798,100419,11077.0,2.097872340425532,1645,Germany,tt0100419,10000000.0,en,22.653,1990-07-27,72000000.0,81.0,6.0,590.0,1,62000000.0,1.0
2799,102719,28597.0,1.823154056517776,1097,United States of America,tt0102719,15000000.0,en,17.416,1991-07-03,32704700.0,90.0,5.9,439.0,1,17704700.0,1.0
2801,119843,39780.0,3.3833967046894804,789,United States of America,tt0119843,16000000.0,en,5.584,1997-12-31,1897404.0,132.0,6.5,54.0,1,-14102596.0,0.0
2802,96244,10396.0,3.015412748171369,1914,United States of America,tt0096244,23000000.0,en,11.225,1988-12-02,105900000.0,115.0,6.1,347.0,1,82900000.0,1.0
2803,107798,9944.0,3.338447281713344,4856,United States of America,tt0107798,45000000.0,en,12.742,1993-09-17,195268056.0,141.0,6.5,1110.0,1,150268056.0,1.0
2804,85334,850.0,3.990523882896764,12980,United States of America,tt0085334,3300000.0,en,20.434,1983-11-18,20653717.0,93.0,7.3,899.0,1,17353717.0,1.0
2806,133046,10342.0,2.472053462940462,1646,Germany,tt0133046,13000000.0,en,8.662,1999-08-11,8946237.0,96.0,5.5,257.0,1,-4053763.0,0.0
2807,176269,10366.0,1.8143322475570032,1228,Canada,tt0176269,45000000.0,en,20.11,1999-08-05,10667893.0,82.0,5.5,613.0,1,-34332107.0,0.0
2810,156887,10494.0,3.903019744483159,1722,United States of America,tt0156887,830000.0,ja,23.36,1997-07-25,112536.0,81.0,8.3,1494.0,1,-717464.0,0.0
2812,160401,22314.0,2.9901960784313726,306,United States of America,tt0160401,7000000.0,en,7.333,1999-08-25,14011454.0,95.0,6.7,66.0,1,7011454.0,1.0
2815,91278,11037.0,2.573312883435583,1630,France,tt0091278,18000000.0,en,10.046,1986-01-17,24159872.0,117.0,5.4,201.0,1,6159872.0,1.0
2819,73802,11963.0,3.958034947006588,3491,United States of America,tt0073802,7800000.0,en,11.639,1975-09-24,41509797.0,117.0,7.3,775.0,1,33709797.0,1.0
2822,104839,9096.0,2.991648706896552,1856,United States of America,tt0104839,40000000.0,en,10.018,1992-02-07,45500797.0,106.0,6.0,262.0,1,5500797.0,1.0
2826,120657,1911.0,3.126992778307671,7339,United States of America,tt0120657,160000000.0,en,21.551,1999-08-13,61698899.0,102.0,6.6,1363.0,1,-98301101.0,0.0
2827,138304,2900.0,2.487079646017699,2825,United Kingdom,tt0138304,75000000.0,en,10.901,1999-08-26,19598588.0,109.0,5.6,686.0,1,-55401412.0,0.0
2835,163579,2162.0,2.320627802690583,446,United Kingdom,tt0163579,34000000.0,en,7.106,1999-09-01,11263966.0,101.0,4.8,106.0,1,-22736034.0,0.0
2836,125971,14578.0,3.230700976042591,1127,United Kingdom,tt0125971,7000000.0,en,8.642,1999-09-01,7292175.0,96.0,5.9,68.0,1,292175.0,1.0
2840,145531,10307.0,3.020713699753897,4876,United States of America,tt0145531,29000000.0,en,23.839,1999-09-10,50041732.0,103.0,6.2,789.0,1,21041732.0,1.0
2841,164181,11601.0,3.515277777777778,4320,United States of America,tt0164181,12000000.0,en,10.786,1999-09-10,21133087.0,99.0,6.7,893.0,1,9133087.0,1.0
2846,97050,47951.0,3.253628196268141,1447,Japan,tt0097050,7520000.0,ja,10.047,1986-06-27,13299749.0,90.0,6.6,150.0,1,5779749.0,1.0
2852,88146,26522.0,3.770707070707071,990,United States of America,tt0088146,6000000.0,en,5.395,1984-09-14,21821347.0,101.0,6.8,114.0,1,15821347.0,1.0
2857,63823,12105.0,3.5836580613736,4106,United States of America,tt0063823,250000.0,en,9.714,1968-07-17,1273261.0,90.0,7.2,360.0,1,1023261.0,1.0
2858,169547,14.0,4.107340423550448,53689,United States of America,tt0169547,15000000.0,en,28.726,1999-09-15,356296601.0,122.0,8.0,9821.0,1,341296601.0,1.0
2859,88178,24128.0,4.100869167429094,2186,United States of America,tt0088178,1200000.0,en,7.693,1984-11-16,4978922.0,88.0,8.3,163.0,1,3778922.0,1.0
2860,181316,11001.0,3.077229299363057,1884,United States of America,tt0181316,65000000.0,en,21.701,1999-09-17,117758500.0,93.0,6.4,1116.0,1,52758500.0,1.0
2861,126916,10390.0,3.11134163208852,2169,United States of America,tt0126916,50000000.0,en,11.277,1999-09-17,46112640.0,137.0,6.5,300.0,1,-3887360.0,0.0
2862,80491,9453.0,2.5938388625592417,1055,United States of America,tt0080491,17500000.0,en,22.557,1979-08-14,23438120.0,156.0,5.8,514.0,1,5938120.0,1.0
