movieId,ave_Movielen_score,sum_Movielen_rating,ave_TMDB_score,sum_TMDB_rating
6540,3.25,38,7.0,53.0
6541,2.781758208039276,6518,5.9,3202.0
6542,3.8308668076109935,473,7.2,61.0
6543,3.3421052631578947,19,0.0,0.0
6544,3.232558139534884,86,5.8,48.0
6545,3.5704697986577183,298,7.0,63.0
6546,3.2058823529411766,34,6.6,21.0
6547,3.172268907563025,238,6.1,57.0
6548,3.1376795332136447,4456,6.6,4254.0
6549,2.825783972125436,287,5.5,117.0
6550,2.886822194199244,3172,6.2,2665.0
6551,2.6982758620689653,58,4.5,15.0
6552,3.768185801928133,2282,7.0,326.0
6553,3.2857142857142856,21,7.2,178.0
6554,2.804878048780488,82,5.7,21.0
6555,3.109375,32,6.8,13.0
6556,3.1666666666666665,27,7.3,10.0
6557,2.321428571428572,56,5.5,33.0
6558,2.486133768352365,613,6.4,419.0
6559,2.9722222222222223,450,6.3,318.0
6560,2.2777777777777777,90,5.0,61.0
6561,3.7220039292730847,509,6.3,75.0
6562,3.313131313131313,99,6.7,25.0
6563,2.467948717948718,78,5.1,32.0
6564,2.751063829787234,4465,5.7,3480.0
6565,3.5933009708737864,5150,7.0,618.0
6566,2.008650519031142,1156,5.1,1706.0
6567,3.4792263610315186,698,6.4,219.0
6568,3.178308823529412,272,5.6,69.0
6569,2.4878048780487805,41,3.7,13.0
6570,3.294117647058824,34,5.1,10.0
6571,3.7524038461538463,208,7.3,147.0
6572,3.0197368421052637,76,5.4,89.0
6573,3.450381679389313,131,7.0,151.0
6574,2.227272727272727,110,4.3,29.0
6575,2.414285714285714,70,5.2,56.0
6576,3.4672131147540983,61,6.1,77.0
6577,1.9,145,5.5,121.0
6578,3.2285714285714286,70,7.2,124.0
6579,3.864197530864197,405,7.7,249.0
6580,2.8,15,5.9,18.0
6581,3.515734265734266,286,6.9,193.0
6582,3.1650579150579152,518,6.4,177.0
6583,3.404191616766467,167,6.0,91.0
6584,3.246078431372549,510,5.5,135.0
6585,3.0172413793103448,58,6.4,57.0
6586,2.903681506849315,3504,6.2,3274.0
6587,1.2143799472295516,758,4.0,339.0
6588,3.3813559322033897,59,6.2,16.0
6589,3.4285714285714284,7,5.7,3.0
6590,2.9642857142857144,14,6.0,18.0
6591,3.83125,1040,7.5,297.0
6592,3.2517241379310344,290,6.1,17.0
6593,3.0512908384738404,4377,6.4,2931.0
6594,2.6538461538461537,13,5.0,3.0
6595,2.968644328312327,3253,6.1,1891.0
6596,2.6228710462287106,411,5.0,109.0
6597,3.080985915492957,142,5.8,22.0
6598,3.779874213836478,318,7.2,29.0
6599,3.710743801652893,121,7.7,312.0
6600,3.11,50,5.5,11.0
6601,2.96,75,5.5,22.0
6602,3.1483870967741936,155,6.7,163.0
6603,3.423076923076923,52,6.6,42.0
6604,3.660377358490566,53,7.3,218.0
6605,3.2972972972972974,37,6.3,15.0
6606,2.0,3,4.3,4.0
6607,3.09375,16,5.6,13.0
6608,3.0,10,5.6,5.0
6609,3.81359649122807,228,7.4,220.0
6610,3.3798076923076925,104,6.8,72.0
6611,3.940625,480,7.9,463.0
6612,3.888739946380697,373,7.0,44.0
6613,3.1769911504424777,113,5.7,30.0
6614,3.212962962962963,378,6.4,186.0
6615,2.502589331952356,1931,6.0,1872.0
6616,2.77734375,128,6.3,100.0
6617,3.603650137741047,1452,7.2,773.0
6618,3.581343025268259,2889,7.0,1575.0
6619,3.0462392108508016,811,6.5,610.0
6620,3.789780077619664,3865,7.2,313.0
6621,3.0416666666666665,12,7.7,7.0
6622,2.6666666666666665,15,6.3,6.0
6623,2.7,40,6.8,10.0
6624,2.4099056603773583,1060,5.4,873.0
6625,2.823045267489712,243,5.7,109.0
6626,2.7948717948717947,39,5.5,6.0
6627,2.647058823529412,17,1.0,1.0
6628,2.1379310344827585,145,4.6,48.0
6629,3.29064039408867,406,6.9,222.0
6630,3.614457831325301,166,6.8,54.0
6631,2.368181818181818,110,5.5,77.0
6632,2.826923076923077,26,5.8,53.0
6633,2.7333333333333334,15,6.0,28.0
6634,2.230769230769231,13,5.9,19.0
6635,2.975806451612903,62,5.4,22.0
6636,3.594475138121547,905,6.6,199.0
6637,3.1219512195121952,41,6.4,39.0
6638,3.27262443438914,442,5.9,144.0
6639,3.9294453507340954,1226,7.4,352.0
6640,3.423076923076923,13,7.8,2.0
6641,3.568783068783069,189,6.8,155.0
6642,2.740740740740741,189,6.3,317.0
6643,4.072546972860125,958,8.3,705.0
6644,3.803571428571429,112,7.4,147.0
6645,3.4494459833795013,1444,6.5,686.0
6646,2.981900452488688,221,6.3,81.0
6647,3.128571428571429,35,7.0,5.0
6648,3.2872340425531914,47,6.6,28.0
6649,3.591549295774648,71,7.1,38.0
6650,4.028629856850716,978,7.7,346.0
6651,2.5166666666666666,60,5.5,31.0
6652,3.2,175,6.5,223.0
6653,2.8696969696969696,165,5.8,156.0
6654,3.0,16,6.7,25.0
6655,3.015151515151515,33,6.6,25.0
6656,2.4183673469387754,49,4.8,37.0
6657,2.94811320754717,106,6.7,127.0
6658,2.8905405405405404,740,5.7,168.0
6659,3.370013947001395,3585,6.8,2424.0
6660,3.951816745655608,633,8.1,412.0
6661,3.6,10,0.0,0.0
6662,3.708509007282484,2609,6.9,728.0
6663,3.612305411415864,1349,6.9,369.0
6664,3.20969089390142,2394,6.6,2034.0
6665,3.0247524752475248,202,6.5,167.0
6666,3.925431034482759,1160,7.6,539.0
6667,3.79607250755287,331,7.5,33.0
6668,3.8963068181818175,352,7.4,145.0
6669,4.111748818365969,1481,8.4,731.0
6670,2.722826086956522,92,5.4,27.0
6671,3.721105527638191,199,7.2,95.0
6672,3.8127962085308056,211,7.8,48.0
6673,3.127906976744186,43,6.7,49.0
6674,2.5,9,6.3,3.0
6675,2.8,10,6.2,7.0
6676,3.771739130434783,92,7.6,13.0
6677,2.25,8,6.5,6.0
6678,3.1825980392156863,408,6.0,152.0
6679,3.7190721649484537,194,6.8,63.0
6680,3.2142857142857144,84,5.7,3.0
6681,3.3,60,6.3,22.0
6682,3.58974358974359,78,6.9,30.0
6683,3.611111111111111,135,6.8,48.0
6684,3.4571428571428573,245,7.3,320.0
6685,2.0754716981132075,53,3.6,44.0
6686,2.6564207650273226,732,5.6,830.0
6687,2.3788501026694044,487,5.0,545.0
6688,3.548780487804878,41,7.1,13.0
6689,2.883495145631068,103,5.5,43.0
6690,3.228723404255319,94,5.6,62.0
6691,3.25,18,5.8,21.0
6692,3.579710144927536,69,6.3,6.0
6693,2.9545454545454546,11,6.6,7.0
6694,3.066666666666667,15,5.6,15.0
6695,2.5167539267015706,955,6.0,1140.0
6696,3.10546875,128,6.4,23.0
6697,3.0,3,7.3,12.0
6698,2.3461538461538463,13,8.4,4.0
6699,3.1144578313253013,83,6.1,29.0
6700,3.1666666666666665,81,6.2,66.0
6701,3.4823529411764707,85,7.4,57.0
6702,2.607673267326733,404,5.1,150.0
6703,2.6486880466472305,343,5.4,237.0
6704,3.22,50,6.5,28.0
6705,3.2664670658682637,334,5.9,135.0
6706,3.391891891891892,37,6.2,27.0
6707,2.782246376811594,1380,5.7,927.0
6708,3.647910525403156,5767,7.0,1285.0
6709,3.156948368867197,3893,6.3,1627.0
6710,3.4828125,320,5.7,55.0
6711,3.793942231861199,20288,7.4,5716.0
6712,2.8461538461538463,13,5.1,8.0
6713,3.8339460784313726,816,7.9,497.0
6714,3.3955223880597014,134,6.8,171.0
6715,2.1944444444444446,18,4.6,27.0
6716,2.717948717948718,39,5.3,10.0
6717,3.7596153846153846,52,6.7,16.0
6718,2.9744318181818183,176,5.9,108.0
6719,2.3421052631578947,38,4.2,8.0
6720,2.638996138996139,259,5.7,148.0
6721,3.723451327433629,904,7.2,287.0
6722,3.6561679790026247,381,7.2,172.0
6723,3.5052631578947366,190,6.5,128.0
6724,3.894027676620539,1373,7.9,477.0
6725,2.335593220338983,295,4.3,35.0
6726,3.1333333333333333,15,5.7,11.0
6727,3.612903225806452,186,7.1,121.0
6728,3.25,40,6.8,24.0
6729,3.091836734693877,49,4.8,22.0
6730,2.802325581395349,215,6.4,237.0
6731,3.577208361429535,1483,7.0,863.0
6732,3.4002169197396963,461,7.0,231.0
6733,3.3653846153846154,26,7.4,21.0
6734,2.8268101761252447,511,6.0,406.0
6735,3.2142857142857144,245,6.8,78.0
6736,3.1785714285714284,70,6.4,73.0
6737,2.1875,24,5.5,8.0
6738,2.5588235294117645,17,6.0,36.0
6739,2.603448275862069,29,5.4,32.0
6740,2.125,76,5.0,75.0
6741,2.976470588235294,85,5.7,75.0
6742,2.4864864864864864,37,6.0,65.0
6743,3.5452261306532664,796,6.4,73.0
6744,2.510739856801909,419,5.7,204.0
6745,2.412280701754386,57,6.1,18.0
6746,2.389473684210526,95,5.1,76.0
6747,3.220183486238532,109,5.8,22.0
6748,3.4639830508474576,472,6.7,467.0
6749,3.511278195488722,133,6.8,26.0
6750,3.090747330960854,562,6.2,455.0
6751,2.390463917525773,388,5.3,345.0
6752,2.9391304347826086,115,5.8,101.0
6753,3.740566037735849,2544,7.2,590.0
6754,3.3733503299340133,6668,6.8,5050.0
6755,3.471234798877456,2138,6.6,430.0
6756,3.384297520661157,121,5.6,21.0
6757,2.8162393162393164,117,5.8,59.0
6758,2.5,2,0.0,0.0
6759,3.037037037037037,54,5.2,46.0
6760,3.6752577319587623,97,6.3,40.0
6761,3.633333333333333,75,7.5,8.0
6762,3.483739837398374,123,7.0,76.0
6763,2.7785642062689586,989,6.1,1378.0
6764,3.34843290891283,2042,6.4,1501.0
6765,3.396187532199897,1941,6.8,630.0
6766,2.25,4,3.0,1.0
6767,2.5,8,6.4,15.0
6768,3.5636856368563685,369,6.5,241.0
6769,3.176258992805755,139,6.0,61.0
6770,3.736686390532544,676,5.9,345.0
6771,2.25,106,5.1,105.0
6772,3.8601583113456464,379,7.2,96.0
6773,3.833868808567604,3735,7.4,689.0
6774,3.6975206611570246,2420,7.3,1522.0
6775,3.791139240506329,79,7.2,14.0
6776,3.855329949238578,788,7.3,396.0
6776,3.855329949238578,788,7.3,396.0
181751,3.8333333333333335,51,7.3,396.0
181751,3.8333333333333335,51,7.3,396.0
6777,3.9622918707149855,1021,8.1,527.0
6778,3.3947368421052637,19,6.9,20.0
6779,3.507645259938838,327,6.8,56.0
6780,3.843269230769231,520,7.4,91.0
6781,3.0632911392405062,79,7.2,19.0
6782,3.242524916943521,301,7.0,103.0
6783,4.021191294387171,873,7.7,385.0
6784,3.466019417475728,206,7.8,90.0
6785,3.5554938956714763,901,7.3,408.0
6786,3.768929503916449,766,7.1,181.0
6787,4.031206794390678,5063,7.7,1314.0
6788,2.505813953488372,86,5.8,23.0
6789,3.684563758389262,298,6.7,137.0
6790,3.434984520123839,646,6.5,228.0
6791,3.9272948822095857,1231,7.2,263.0
6792,3.317829457364341,129,7.1,83.0
6793,2.5595309681298857,1663,5.8,1598.0
6794,2.0188391038696536,982,5.5,757.0
6795,2.762376237623762,101,5.6,96.0
6796,3.764800995024876,4020,7.6,1324.0
6797,3.25,612,6.4,267.0
6798,3.2629032258064514,310,6.6,195.0
6799,2.8666666666666667,15,5.8,18.0
6800,2.5005549389567148,901,6.0,1250.0
6801,3.5727272727272728,110,6.9,231.0
6802,2.8448275862068964,116,5.5,94.0
6803,3.35024154589372,414,6.8,551.0
6804,3.011904761904762,84,5.7,81.0
6805,3.1631944444444446,144,6.3,209.0
6806,3.3739495798319328,119,6.5,110.0
6807,3.8577375377250496,9609,7.3,1400.0
6808,3.8054911059551433,1293,7.6,626.0
6809,3.2244444444444444,225,6.1,231.0
6810,3.063223140495868,1210,6.5,771.0
6811,3.142614601018676,589,6.0,92.0
6812,2.9069767441860463,430,5.9,380.0
6813,3.251269035532995,197,6.8,65.0
6814,2.5324074074074074,108,5.5,118.0
6815,3.293269230769231,208,6.6,183.0
6816,3.476470588235294,340,6.8,196.0
6817,3.2469512195121952,164,6.4,177.0
6818,4.082880434782608,736,8.3,813.0
6819,2.763888888888889,36,5.5,37.0
6820,3.4614604462474645,986,6.8,595.0
6821,2.7580645161290325,62,4.9,68.0
6822,3.2291666666666665,48,5.6,15.0
6823,3.049019607843137,51,5.9,60.0
6824,2.9078947368421053,38,5.0,14.0
6825,2.891891891891892,74,6.5,28.0
6826,2.9908256880733943,109,6.3,33.0
6827,1.6234939759036144,332,2.9,43.0
6828,3.8205128205128207,78,6.7,12.0
6828,3.8205128205128207,78,6.7,12.0
143215,3.5,1,6.7,12.0
143215,3.5,1,6.7,12.0
6829,2.5982142857142856,112,4.7,17.0
6830,3.425531914893617,47,7.3,85.0
6831,2.4642857142857144,14,5.5,16.0
6832,3.349628055260361,941,6.6,438.0
6833,3.05,10,5.8,5.0
6834,2.7954545454545454,44,5.7,19.0
6835,2.5,51,5.0,79.0
6836,2.6041666666666665,24,3.8,36.0
6837,3.611111111111111,108,7.5,49.0
6838,2.833333333333333,3,5.7,5.0
6839,3.0046296296296298,108,6.1,77.0
6840,3.595238095238096,168,6.7,62.0
6841,3.083333333333333,72,5.9,39.0
6842,3.4,70,7.0,78.0
6843,3.0,33,5.7,42.0
6844,3.174107142857143,112,6.5,37.0
6845,2.796875,32,5.7,29.0
6846,2.5892857142857144,28,5.1,24.0
6847,2.7,10,6.7,6.0
6848,2.608695652173913,92,5.5,72.0
6849,3.565909090909091,220,6.8,83.0
6850,3.0736738703339883,509,5.7,150.0
6851,3.3881278538812785,219,6.4,39.0
6852,3.921711899791232,958,7.6,247.0
6853,2.206896551724138,29,5.4,4.0
6854,3.483516483516484,91,6.9,59.0
6855,3.3095238095238093,42,6.6,25.0
6856,3.6859344894026975,519,7.1,157.0
6857,3.7760416666666665,1920,7.8,400.0
6858,3.877721943048576,597,7.2,268.0
6859,3.738993710691824,159,7.2,58.0
6860,2.727777777777778,90,6.1,120.0
6861,3.25,32,5.4,7.0
6862,3.2476689976689976,858,6.3,855.0
6863,3.3860200621644534,14156,7.1,4436.0
6864,3.8184713375796178,157,8.4,48.0
6865,2.9722222222222223,18,6.4,9.0
6866,3.1029411764705883,34,5.8,31.0
6867,3.885504487353821,3677,7.5,476.0
6868,3.317635270541082,499,6.2,190.0
6869,3.8218085106382977,376,7.5,102.0
6870,3.8187326869806095,11552,7.7,4931.0
6871,2.8068181818181817,88,5.7,101.0
6872,1.3365384615384617,468,3.2,281.0
6873,3.205481843575419,2864,6.0,1113.0
6874,3.857820675791528,33827,8.0,14002.0
6875,3.232394366197183,71,4.8,9.0
6876,3.138888888888889,54,6.2,44.0
6877,3.034482758620689,29,6.3,20.0
6878,2.821428571428572,14,6.3,14.0
6879,3.6011252591057152,3377,6.9,923.0
6880,2.7825379609544467,1844,6.2,1922.0
6881,3.5763239875389408,1284,6.5,166.0
6882,3.295107033639144,327,6.5,111.0
6883,3.108510638297872,235,5.8,90.0
6884,3.362467866323908,389,6.7,206.0
6885,2.6229338842975207,484,5.2,283.0
6886,3.127376425855513,263,6.6,314.0
6887,3.4718045112781954,1064,7.0,485.0
6888,2.4165709362435384,3482,6.0,3126.0
6889,3.2840522133938705,1762,7.2,4330.0
6890,3.531702446330504,2003,7.1,1372.0
6891,3.347826086956522,23,6.7,22.0
6892,2.761764705882353,170,5.3,93.0
6893,3.6301989150090415,2212,7.0,510.0
6894,2.95,30,5.0,27.0
6895,3.407692307692308,65,7.4,25.0
6896,4.041811846689895,287,8.4,133.0
6897,3.431372549019608,51,6.5,41.0
6898,3.572131147540984,305,7.0,142.0
6899,1.6875,72,2.9,39.0
6900,3.2180232558139537,172,6.8,88.0
6901,2.411764705882353,17,4.4,11.0
6902,3.9301397205588815,1002,7.3,450.0
6903,2.2777777777777777,45,5.1,24.0
6905,2.689189189189189,37,5.6,9.0
6906,2.6,55,6.3,18.0
6907,3.020833333333333,24,5.3,36.0
6908,2.3870967741935485,31,5.2,42.0
6909,3.3138195777351247,521,6.6,290.0
6910,3.110062893081761,159,6.4,91.0
6911,3.333333333333333,45,6.7,14.0
6912,3.28125,32,6.6,30.0
6913,2.8783783783783785,37,6.1,62.0
6914,3.3,30,6.4,18.0
6915,2.409090909090909,11,4.5,6.0
6916,2.68,25,4.0,28.0
6917,3.261904761904762,21,5.0,16.0
6918,4.006720430107527,372,8.0,159.0
6919,3.0,25,6.5,43.0
6920,3.9468085106382977,517,7.6,429.0
6921,3.5923076923076924,65,7.0,49.0
6923,3.316455696202532,79,6.9,54.0
6924,3.4242424242424243,66,7.0,52.0
6925,3.245614035087719,57,7.1,41.0
6926,3.433333333333333,45,6.7,21.0
6927,3.066053511705685,598,6.0,324.0
6928,2.875,60,7.0,23.0
6929,2.6666666666666665,3,6.0,4.0
6930,3.5416666666666665,24,7.1,8.0
6931,3.0,26,4.3,5.0
6932,3.664687252573238,1263,6.9,304.0
6933,2.5625,8,4.8,6.0
6934,3.209997786876176,18074,6.7,7487.0
6935,3.962,250,7.7,42.0
6936,3.3494235398454326,7893,6.6,3006.0
6937,2.8684210526315788,19,0.0,0.0
6938,3.741935483870968,31,8.0,3.0
6939,3.8412698412698414,126,8.1,43.0
6940,3.23943661971831,71,6.1,93.0
6941,3.0,2,8.0,1.0
6942,3.7291497975708494,13585,7.1,5249.0
6943,1.25,4,5.8,6.0
6944,3.3396024464831804,3270,6.4,992.0
6945,3.8788546255506606,227,7.1,21.0
6946,2.720665499124343,571,6.4,1163.0
6947,3.6326051060586817,7873,7.1,2332.0
6948,3.244525547445256,137,8.1,121.0
6949,3.1403508771929824,114,6.4,49.0
6950,3.1640625,704,6.3,437.0
6951,1.9778830963665088,1266,5.3,1253.0
6952,2.883602858217375,2659,6.1,1738.0
6953,3.68932107496464,7070,7.3,2420.0
6954,3.834026622296173,1202,7.1,271.0
6955,2.888888888888889,18,0.0,0.0
6956,3.2962962962962963,27,7.3,47.0
6957,3.3326864147088866,4895,6.5,1619.0
6958,2.378625134264232,931,5.6,1552.0
6959,2.8295454545454546,1100,5.7,807.0
6960,3.0,20,6.2,32.0
6961,3.525581395348837,215,6.6,282.0
6962,3.357142857142857,14,6.8,6.0
6963,3.720763723150358,419,6.7,29.0
6964,3.492063492063492,63,6.0,32.0
6965,3.615384615384616,52,7.8,6.0
6966,3.0701876302988187,1439,6.4,946.0
6967,3.701793721973094,223,7.3,163.0
6968,2.4910714285714284,56,5.7,78.0
6969,3.34765625,128,6.5,96.0
6970,3.887404580152672,524,6.9,67.0
6971,3.803571428571429,448,7.4,201.0
6972,3.4545454545454546,33,7.1,34.0
6973,2.763440860215054,186,5.6,184.0
6974,3.4393592677345537,874,6.3,207.0
6975,3.753526354862658,1347,7.3,1275.0
6976,3.16747572815534,206,6.9,190.0
6977,3.1195856873822976,531,6.6,368.0
6978,3.660814606741573,712,6.7,208.0
6979,3.668384247331616,5434,7.1,1323.0
6980,3.557017543859649,114,6.7,54.0
6981,4.026748971193416,243,8.0,240.0
6982,3.9047619047619047,210,7.9,209.0
6983,3.7295719844357977,257,6.9,89.0
6984,3.794117647058824,221,6.9,42.0
6985,3.996558505408063,1017,8.1,605.0
6986,3.68640350877193,684,7.3,64.0
6987,3.907332563510393,1732,7.9,1029.0
6988,3.5285714285714285,175,7.0,155.0
6989,3.501751313485114,571,6.3,183.0
6990,3.614427860696517,402,6.7,252.0
6991,3.0070281124497997,498,6.3,352.0
6992,3.0,480,6.0,228.0
6993,3.915795586527294,2583,7.6,739.0
6994,2.9831932773109244,238,6.2,301.0
6995,1.921397379912664,229,4.1,195.0
6996,2.1503608660785885,1247,4.8,617.0
6997,3.192941176470588,425,6.4,219.0
6998,3.3178807947019866,151,6.5,53.0
6999,3.1204954954954958,444,6.2,320.0
7000,2.842663273960984,1179,5.7,732.0
7001,3.6550684931506847,1825,7.2,705.0
7002,3.5625,96,6.9,36.0
7003,3.51951951951952,333,6.5,91.0
7004,2.857372654155496,3730,6.1,1854.0
7005,2.389273356401384,578,5.3,222.0
7006,2.67032967032967,91,5.9,145.0
7007,3.325301204819277,1660,6.8,1339.0
7008,3.497459349593496,984,7.1,915.0
7009,3.350722311396469,623,7.1,390.0
7010,3.5649546827794563,331,6.8,429.0
7011,3.529816513761468,218,6.7,150.0
7012,3.111320754716981,265,6.1,142.0
7013,3.9877916440586,1843,7.9,1113.0
7014,2.68,200,6.3,480.0
7015,2.977777777777778,180,6.1,115.0
7016,2.4564777327935223,494,6.3,1219.0
7017,2.8541017653167184,963,5.9,740.0
7018,3.652640264026403,1212,6.8,477.0
7019,2.9743589743589745,273,6.3,188.0
7020,3.6762048192771086,332,6.7,70.0
7021,2.757692307692308,130,5.4,92.0
7022,3.791361517976032,6008,7.3,2520.0
7023,3.903030303030303,825,7.2,139.0
7024,3.2206611570247934,605,6.5,1346.0
7025,3.71072319201995,401,6.7,74.0
7026,3.068421052631579,475,6.4,175.0
7027,3.667563412759416,1301,7.0,497.0
7028,3.5809248554913293,692,6.7,248.0
7029,3.2,280,6.5,307.0
7030,3.4060773480662982,362,7.1,147.0
7031,2.6151315789473686,152,5.7,170.0
7032,2.863970588235294,136,6.6,326.0
7033,3.1146496815286624,628,6.4,453.0
7034,3.811461794019933,1806,7.1,345.0
7035,2.973821989528796,191,6.8,325.0
7036,2.8396072013093288,1222,6.2,822.0
7037,3.5854700854700856,234,7.2,282.0
7038,3.4027777777777777,180,5.8,59.0
7039,3.336858006042296,331,6.3,182.0
7040,3.567528735632184,696,7.1,416.0
7041,2.717277486910995,191,5.5,163.0
7042,3.751012145748988,494,7.3,263.0
7043,3.944234404536862,529,7.8,436.0
7044,3.680072651790348,1927,7.1,1151.0
7045,3.4460255152109918,1019,6.9,953.0
7046,3.206766917293233,1995,6.5,1009.0
7047,3.17032967032967,182,6.8,274.0
7048,3.2578849721706864,539,6.4,438.0
7049,3.5,90,6.5,43.0
7050,3.73109243697479,119,7.2,45.0
7051,3.1889400921658986,217,6.0,102.0
7052,3.0641025641025643,39,6.8,22.0
7053,3.411764705882353,51,7.1,26.0
7054,3.511627906976744,215,7.5,170.0
7055,3.892351274787536,353,6.9,157.0
7056,3.738095238095238,525,7.2,217.0
7057,3.2113821138211383,123,6.8,23.0
7058,3.71875,240,6.4,40.0
7059,3.5389408099688477,321,7.4,77.0
7060,3.427758816837315,879,7.1,435.0
7061,3.734439834024896,241,7.1,96.0
7062,3.7454242928452577,601,7.4,203.0
7063,3.9746503496503496,1716,7.6,761.0
7064,3.916349809885932,1052,7.5,427.0
7065,3.105952380952381,420,6.1,371.0
7066,3.535211267605634,71,7.2,33.0
7067,3.809659090909091,352,7.4,211.0
7068,3.839248434237996,479,7.6,338.0
7069,3.677570093457944,321,7.1,190.0
7070,3.872431506849315,584,7.4,334.0
7071,3.98619957537155,471,7.8,312.0
7072,3.859421734795613,1003,7.7,773.0
7073,3.856701940035273,1134,7.3,357.0
7074,3.827868852459016,244,7.3,141.0
7075,3.9064935064935065,770,7.3,133.0
7076,3.727076591154261,1854,7.2,752.0
7077,3.6120689655172415,58,7.0,66.0
7078,3.678423236514522,241,7.1,124.0
7079,3.783292978208233,413,7.4,120.0
7080,3.6559485530546634,311,7.0,109.0
7081,3.333333333333333,72,6.4,22.0
7082,3.636963696369637,303,6.6,109.0
7083,3.5064102564102564,78,7.0,32.0
7084,3.849578256794752,1067,7.6,424.0
7085,3.5978835978835977,189,6.9,74.0
7086,3.839464882943144,299,7.1,92.0
7087,3.6774891774891776,462,6.9,198.0
7088,3.872294372294372,462,7.2,137.0
7089,3.887231503579952,838,8.0,786.0
7090,3.897158814958718,8236,7.5,1676.0
7091,3.97316538882804,913,6.9,148.0
7092,3.520833333333333,144,6.9,56.0
7093,3.452127659574468,188,7.4,243.0
7094,3.1791044776119404,67,7.3,72.0
7095,3.251207729468599,207,6.5,65.0
7096,3.919928825622776,281,7.5,32.0
7097,3.217391304347826,46,6.4,52.0
7098,3.576923076923077,13,6.8,21.0
7099,4.087735849056604,5300,7.9,2511.0
7100,2.833333333333333,27,6.4,23.0
7101,2.999535747446611,1077,6.3,456.0
7102,2.893670886075949,790,5.9,335.0
7103,2.512987012987013,77,5.5,53.0
7104,2.8291492329149235,717,5.8,430.0
7105,3.0,12,5.6,30.0
7106,3.6216216216216215,37,6.4,28.0
7107,3.536274509803921,510,6.4,150.0
7108,3.284210526315789,95,6.6,107.0
7109,3.143939393939394,66,6.5,81.0
7110,3.284090909090909,44,6.9,47.0
7111,3.442857142857143,105,7.2,104.0
7112,3.5384615384615383,52,6.2,64.0
7113,3.173076923076923,26,6.9,24.0
7114,3.7060085836909873,233,7.4,137.0
7115,3.7517421602787455,574,7.8,1039.0
7116,3.959509658246657,1346,7.9,656.0
7117,2.1026970954356847,482,5.6,522.0
7118,3.547535211267605,284,6.8,88.0
7119,3.127450980392157,153,5.7,56.0
7120,1.4,30,3.4,18.0
7121,3.873405299313052,1019,7.2,205.0
7122,3.8780487804878048,328,7.4,46.0
7123,3.6587061668681984,1654,7.1,718.0
7124,3.62007874015748,254,6.5,29.0
7125,3.5,71,6.8,12.0
7126,3.7628205128205128,234,7.2,164.0
7127,2.5985915492957745,71,6.5,39.0
7128,3.47948717948718,195,6.5,129.0
7129,3.761904761904762,21,6.8,10.0
7130,3.480392156862745,102,6.9,82.0
7131,3.207547169811321,53,6.5,34.0
7132,4.008172796263865,1713,7.5,335.0
7133,1.9270833333333333,48,4.3,25.0
7134,3.327127659574468,188,6.6,128.0
7135,3.9275092936802976,538,7.2,272.0
7136,3.865234375,256,7.4,289.0
7137,3.463483146067416,1602,6.8,245.0
7138,3.369565217391304,23,6.8,16.0
7139,3.88418323249784,2314,7.3,247.0
7140,3.9444444444444446,9,7.2,5.0
7141,3.732142857142857,84,7.9,15.0
7142,2.6866791744840524,533,6.3,964.0
7143,3.668189605939463,15759,7.5,5299.0
7144,3.083333333333333,6,8.0,1.0
7146,3.1842105263157894,19,6.3,13.0
7147,3.798579415791876,17528,7.8,5868.0
7148,2.668421052631579,95,6.8,245.0
7149,3.472124014141964,3677,6.6,1229.0
7150,2.708706265256306,1229,5.3,503.0
7151,3.484025559105431,2191,6.6,1098.0
7152,2.9578313253012047,83,5.7,49.0
7153,4.0903399807075225,50797,8.5,18695.0
7154,3.2005378409527467,2603,6.9,1335.0
7155,3.4977460555972955,1331,6.6,278.0
7156,4.086503948312994,2786,7.9,203.0
7157,2.730366492146597,191,5.6,44.0
7158,3.694101235552013,2509,7.2,535.0
7159,3.3125,16,5.5,6.0
7160,3.610570236439499,4314,7.2,1687.0
7161,2.821841739935216,2161,6.3,2254.0
7162,3.5142276422764227,3936,6.9,1375.0
7163,3.256475903614458,3320,6.2,1383.0
7164,3.3916666666666666,1560,7.2,2150.0
7165,3.1729166666666666,240,5.3,80.0
7166,2.571428571428572,21,6.7,74.0
7167,3.24468085106383,188,6.5,56.0
7168,3.0584415584415585,77,5.9,65.0
7169,3.163652802893309,553,6.2,511.0
7170,2.130434782608696,46,4.6,41.0
7171,3.4710610932475885,311,7.0,94.0
7172,3.563063063063063,111,7.1,149.0
7173,2.945538057742782,3810,6.0,2272.0
7174,2.340579710144928,69,6.1,27.0
7175,2.120991253644315,343,5.1,398.0
7176,3.6666666666666665,78,6.7,49.0
7177,3.628712871287129,303,7.0,76.0
7178,3.1883942766295705,629,6.4,358.0
7179,3.229064039408867,203,6.7,213.0
7180,3.4393939393939394,33,6.8,49.0
7181,3.4864864864864864,111,6.6,54.0
7182,2.6785714285714284,42,6.2,17.0
7183,2.9615384615384617,65,5.6,30.0
7184,3.2333333333333334,45,6.4,69.0
7185,2.9466666666666668,75,6.5,46.0
7186,2.774193548387097,62,5.8,66.0
7187,2.0,32,3.7,18.0
7188,2.738636363636364,44,5.6,45.0
7189,1.7662337662337662,77,3.4,19.0
7190,3.522935779816514,109,6.4,8.0
7191,2.36875,80,5.3,38.0
